Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites
a685,Infubinol,Male,8,30,20,49.49055902,0
a685,Infubinol,Male,8,30,25,51.93995092,0
a685,Infubinol,Male,8,30,30,55.45385519,1
a685,Infubinol,Male,8,30,35,58.09262925,1
a685,Infubinol,Male,8,30,40,60.56790371,2
a685,Infubinol,Male,8,30,45,66.08306589,3
a699,Propriva,Female,5,28,0,45.0,0
a699,Propriva,Female,5,28,5,46.55308986,0
a699,Propriva,Female,5,28,10,47.86737569,0
a699,Propriva,Female,5,28,15,49.53040137,0
a699,Propriva,Female,5,28,20,50.71242334,0
a699,Propriva,Female,5,28,25,51.84638147,0
a699,Propriva,Female,5,28,30,54.37934505,0
a699,Propriva,Female,5,28,35,56.51068234,1
a699,Propriva,Female,5,28,40,58.60544816,1
a699,Propriva,Female,5,28,45,62.19141437,1
a788,Zoniferol,Male,5,30,0,45.0,0
a788,Zoniferol,Male,5,30,5,47.00658024,0
a788,Zoniferol,Male,5,30,10,50.15972132,1
a788,Zoniferol,Male,5,30,15,52.53994926,1
a788,Zoniferol,Male,5,30,20,54.06098332,1
a788,Zoniferol,Male,5,30,25,56.770280299999996,1
a788,Zoniferol,Male,5,30,30,60.41370908,1
a818,Naftisol,Female,12,28,0,45.0,0
a818,Naftisol,Female,12,28,5,45.69670864,0
a818,Naftisol,Female,12,28,10,49.79091948,0
a818,Naftisol,Female,12,28,15,51.22756565,0
a818,Naftisol,Female,12,28,20,54.8346245,0
a818,Naftisol,Female,12,28,25,56.96627332,0
a818,Naftisol,Female,12,28,30,60.07237198,0
a818,Naftisol,Female,12,28,35,63.29854586,0
a818,Naftisol,Female,12,28,40,69.27381374,1
a818,Naftisol,Female,12,28,45,74.99776443,2
a897,Placebo,Male,7,28,0,45.0,0
a897,Placebo,Male,7,28,5,45.69112405,1
a897,Placebo,Male,7,28,10,47.97292708,1
a897,Placebo,Male,7,28,15,52.34308525,2
a897,Placebo,Male,7,28,20,54.59570541,3
a897,Placebo,Male,7,28,25,56.41331977,3
a897,Placebo,Male,7,28,30,59.91693443,3
a897,Placebo,Male,7,28,35,64.0528731,3
a897,Placebo,Male,7,28,40,67.21174279,4
a897,Placebo,Male,7,28,45,72.25596306,4
a963,Stelasyn,Female,23,27,0,45.0,0
a963,Stelasyn,Female,23,27,5,46.23350581,0
a963,Stelasyn,Female,23,27,10,47.15052201,0
a963,Stelasyn,Female,23,27,15,47.83685218,0
a963,Stelasyn,Female,23,27,20,51.46373448,0
a963,Stelasyn,Female,23,27,25,52.12980374,0
a963,Stelasyn,Female,23,27,30,53.40166738,1
a963,Stelasyn,Female,23,27,35,56.81397646,1
a963,Stelasyn,Female,23,27,40,58.46378685,1
a963,Stelasyn,Female,23,27,45,62.76509317,1
b313,Zoniferol,Male,12,27,0,45.0,0
b313,Zoniferol,Male,12,27,5,47.15443254,0
b313,Zoniferol,Male,12,27,10,48.31937218,1
b313,Zoniferol,Male,12,27,15,49.18838735,1
b313,Zoniferol,Male,12,27,20,53.979679700000005,1
b313,Zoniferol,Male,12,27,25,55.74514628,1
b447,Ceftamin,Male,2,30,0,45.0,0
b487,Ceftamin,Female,6,28,0,45.0,0
b487,Ceftamin,Female,6,28,5,46.21397739,0
b487,Ceftamin,Female,6,28,10,47.664387100000006,0
b487,Ceftamin,Female,6,28,15,51.68325586,0
b487,Ceftamin,Female,6,28,20,53.42766344,0
b487,Ceftamin,Female,6,28,25,56.05774909,1
b559,Naftisol,Male,20,26,0,45.0,0
b559,Naftisol,Male,20,26,5,47.40989731,0
b559,Naftisol,Male,20,26,10,48.03643202,0
b559,Naftisol,Male,20,26,15,51.37886229,0
b559,Naftisol,Male,20,26,20,55.65445572,1
b559,Naftisol,Male,20,26,25,57.04366929,1
b559,Naftisol,Male,20,26,30,61.19038663,1
b559,Naftisol,Male,20,26,35,65.70576275,1
b559,Naftisol,Male,20,26,40,69.96961645,1
b559,Naftisol,Male,20,26,45,73.05136339,1
b759,Ceftamin,Female,12,25,0,45.0,0
b759,Ceftamin,Female,12,25,5,48.00919049,0
b759,Ceftamin,Female,12,25,10,49.13335499,0
b759,Ceftamin,Female,12,25,15,51.58779906,0
b759,Ceftamin,Female,12,25,20,54.44303502,0
b759,Ceftamin,Female,12,25,25,55.08363235,0
b759,Ceftamin,Female,12,25,30,55.74282869,1
b879,Stelasyn,Female,4,26,0,45.0,0
b879,Stelasyn,Female,4,26,5,49.15615628,1
b879,Stelasyn,Female,4,26,10,50.33894583,1
b879,Stelasyn,Female,4,26,15,51.61838657,1
b879,Stelasyn,Female,4,26,20,53.98343568,1
b879,Stelasyn,Female,4,26,25,56.46998744,2
b879,Stelasyn,Female,4,26,30,60.90761481,2
b879,Stelasyn,Female,4,26,35,64.26088633,2
b879,Stelasyn,Female,4,26,40,67.18912666,2
b879,Stelasyn,Female,4,26,45,72.55523894,2
c139,Infubinol,Male,11,28,0,45.0,0
c139,Infubinol,Male,11,28,5,48.75311208,0
c139,Infubinol,Male,11,28,10,49.99295391,0
c139,Infubinol,Male,11,28,15,51.8332246,0
c139,Infubinol,Male,11,28,20,56.74200681,0
c139,Infubinol,Male,11,28,25,61.46196976,0
c139,Infubinol,Male,11,28,30,64.14987077,1
c139,Infubinol,Male,11,28,35,67.82141969,1
c139,Infubinol,Male,11,28,40,69.42814095,2
c139,Infubinol,Male,11,28,45,72.2267309,2
c264,Zoniferol,Female,11,27,0,45.0,0
c264,Zoniferol,Female,11,27,5,45.79170389,0
c264,Zoniferol,Female,11,27,10,49.02659196,0
c264,Zoniferol,Female,11,27,15,53.66494165,1
c264,Zoniferol,Female,11,27,20,54.568195700000004,1
c264,Zoniferol,Female,11,27,25,56.96676876,2
c264,Zoniferol,Female,11,27,30,57.82391556,2
c264,Zoniferol,Female,11,27,35,61.07479506,2
c264,Zoniferol,Female,11,27,40,65.70832272,2
c264,Zoniferol,Female,11,27,45,67.94212107,2
c282,Placebo,Male,12,27,0,45.0,0
c282,Placebo,Male,12,27,5,45.72568973,0
c282,Placebo,Male,12,27,10,48.17950638,0
c282,Placebo,Male,12,27,15,49.26607873,0
c282,Placebo,Male,12,27,20,51.95057423,0
c282,Placebo,Male,12,27,25,56.29220039,1
c282,Placebo,Male,12,27,30,59.00590207,1
c282,Placebo,Male,12,27,35,59.88765475,1
c282,Placebo,Male,12,27,40,65.02179944,2
c282,Placebo,Male,12,27,45,65.81516535,2
c302,Zoniferol,Female,10,29,0,45.0,0
c302,Zoniferol,Female,10,29,5,47.69067986,1
c302,Zoniferol,Female,10,29,10,48.53356704,1
c302,Zoniferol,Female,10,29,15,52.71663459,2
c302,Zoniferol,Female,10,29,20,54.08090836,3
c302,Zoniferol,Female,10,29,25,55.07622853,3
c302,Zoniferol,Female,10,29,30,57.41974389,3
c302,Zoniferol,Female,10,29,35,62.23657157,3
c302,Zoniferol,Female,10,29,40,63.28107148,4
c302,Zoniferol,Female,10,29,45,64.57522157,4
c326,Infubinol,Female,18,25,0,45.0,0
c326,Infubinol,Female,18,25,5,36.321345799999996,0
c402,Stelasyn,Female,1,27,0,45.0,0
c402,Stelasyn,Female,1,27,5,49.3426301,1
c402,Stelasyn,Female,1,27,10,50.56689412,1
c402,Stelasyn,Female,1,27,15,52.23071944,1
c402,Stelasyn,Female,1,27,20,54.88332044,2
c402,Stelasyn,Female,1,27,25,58.26988853,2
c402,Stelasyn,Female,1,27,30,63.74319428,2
c402,Stelasyn,Female,1,27,35,65.8079627,2
c402,Stelasyn,Female,1,27,40,70.22229679,2
c402,Stelasyn,Female,1,27,45,74.04039018,3
c559,Zoniferol,Female,19,28,0,45.0,0
c559,Zoniferol,Female,19,28,5,46.56263793,0
c559,Zoniferol,Female,19,28,10,47.29326012,0
c559,Zoniferol,Female,19,28,15,51.41490358,1
c559,Zoniferol,Female,19,28,20,52.60436695,2
c559,Zoniferol,Female,19,28,25,54.55544168,2
c559,Zoniferol,Female,19,28,30,57.14614388,2
c559,Zoniferol,Female,19,28,35,59.45504074,2
c559,Zoniferol,Female,19,28,40,60.86184431,3
c559,Zoniferol,Female,19,28,45,61.84005842,4
c580,Ketapril,Male,22,25,0,45.0,0
c580,Ketapril,Male,22,25,5,46.62845479999999,0
c580,Ketapril,Male,22,25,10,47.57017382,1
c580,Ketapril,Male,22,25,15,51.991708,1
c580,Ketapril,Male,22,25,20,55.57532195,2
c580,Ketapril,Male,22,25,25,56.28906231,2
c580,Ketapril,Male,22,25,30,58.04656941,3
c757,Placebo,Male,9,27,0,45.0,0
c757,Placebo,Male,9,27,5,47.78327981,0
c757,Placebo,Male,9,27,10,49.21931669,0
c757,Placebo,Male,9,27,15,51.532603,0
c757,Placebo,Male,9,27,20,52.81863401,1
c757,Placebo,Male,9,27,25,57.10641821,2
c757,Placebo,Male,9,27,30,60.09857184,2
c757,Placebo,Male,9,27,35,64.29116351,2
c757,Placebo,Male,9,27,40,66.60436771,2
c757,Placebo,Male,9,27,45,69.04284082,3
c766,Placebo,Female,13,26,0,45.0,0
c766,Placebo,Female,13,26,5,47.31305537,0
c766,Placebo,Female,13,26,10,49.50027098,1
c766,Placebo,Female,13,26,15,50.59663325,2
c766,Placebo,Female,13,26,20,53.00686463,3
c766,Placebo,Female,13,26,25,58.21462437,3
c766,Placebo,Female,13,26,30,60.2559245,3
c766,Placebo,Female,13,26,35,65.95236791,4
c766,Placebo,Female,13,26,40,67.68529456,4
c766,Placebo,Female,13,26,45,69.82314577,4
c819,Ketapril,Male,21,25,0,45.0,0
c819,Ketapril,Male,21,25,5,45.76924864,1
c819,Ketapril,Male,21,25,10,46.65839527,1
c819,Ketapril,Male,21,25,15,48.37099912,1
c819,Ketapril,Male,21,25,20,49.76241475,1
c819,Ketapril,Male,21,25,25,51.82835706,1
c819,Ketapril,Male,21,25,30,56.09899820000001,1
c819,Ketapril,Male,21,25,35,57.72953466,1
c819,Ketapril,Male,21,25,40,62.17570465,1
c832,Ketapril,Male,18,29,0,45.0,0
c832,Ketapril,Male,18,29,5,48.68546123,1
c832,Ketapril,Male,18,29,10,49.81141262,1
c832,Ketapril,Male,18,29,15,52.86453449,1
c832,Ketapril,Male,18,29,20,56.71023353,1
c832,Ketapril,Male,18,29,25,58.89181644,2
c832,Ketapril,Male,18,29,30,60.49637579,2
c832,Ketapril,Male,18,29,35,61.12448717,2
c832,Ketapril,Male,18,29,40,62.57231816,2
c832,Ketapril,Male,18,29,45,65.41595451,3
c895,Infubinol,Female,7,29,0,45.0,0
c895,Infubinol,Female,7,29,5,45.47754399,0
c895,Infubinol,Female,7,29,10,49.77901542,0
c895,Infubinol,Female,7,29,15,52.94946474,1
c895,Infubinol,Female,7,29,20,53.67683960000001,2
c895,Infubinol,Female,7,29,25,57.53419288,2
c895,Infubinol,Female,7,29,30,60.96971133,2
c927,Propriva,Female,4,26,0,45.0,0
c927,Propriva,Female,4,26,5,46.35184205,0
c927,Propriva,Female,4,26,10,50.96529767,1
c927,Propriva,Female,4,26,15,53.26643087,1
c927,Propriva,Female,4,26,20,55.48168922,1
c927,Propriva,Female,4,26,25,56.54551947,2
c927,Propriva,Female,4,26,30,60.753924600000005,2
c927,Propriva,Female,4,26,35,61.87227365,3
c927,Propriva,Female,4,26,40,64.18322918,4
d133,Zoniferol,Male,5,30,0,45.0,0
d164,Zoniferol,Male,21,28,0,45.0,0
d164,Zoniferol,Male,21,28,5,46.61767061,0
d164,Zoniferol,Male,21,28,10,47.47464468,1
d474,Ketapril,Male,18,27,0,45.0,0
d474,Ketapril,Male,18,27,5,45.91835225,0
d474,Ketapril,Male,18,27,10,46.97496297,0
d474,Ketapril,Male,18,27,15,47.77793584,0
d474,Ketapril,Male,18,27,20,51.73149416,0
d474,Ketapril,Male,18,27,25,54.27932462,0
d474,Ketapril,Male,18,27,30,55.34134157,0
d474,Ketapril,Male,18,27,35,56.47911257,0
d474,Ketapril,Male,18,27,40,60.23373278,1
e213,Naftisol,Male,8,27,0,45.0,0
e213,Naftisol,Male,8,27,5,45.69925018,1
e213,Naftisol,Male,8,27,10,47.39157120000001,2
e213,Naftisol,Male,8,27,15,51.7916953,2
e213,Naftisol,Male,8,27,20,52.61376289,2
e213,Naftisol,Male,8,27,25,55.22447615,2
e213,Naftisol,Male,8,27,30,56.45872864,3
e213,Naftisol,Male,8,27,35,58.24585435,3
e213,Naftisol,Male,8,27,40,60.23654797,3
e213,Naftisol,Male,8,27,45,63.1056963,4
e227,Placebo,Male,1,30,0,45.0,0
e227,Placebo,Male,1,30,5,47.23801112,0
e227,Placebo,Male,1,30,10,51.34975705,1
e227,Placebo,Male,1,30,15,52.83394196,1
e227,Placebo,Male,1,30,20,56.60755210000001,1
e227,Placebo,Male,1,30,25,60.60029169,1
e227,Placebo,Male,1,30,30,62.46438515,2
e227,Placebo,Male,1,30,35,66.94912136,3
e227,Placebo,Male,1,30,40,70.7152176,3
e227,Placebo,Male,1,30,45,73.21293851,3
e291,Naftisol,Female,14,29,0,45.0,0
e291,Naftisol,Female,14,29,5,46.14250486,0
e291,Naftisol,Female,14,29,10,48.52974125,1
e291,Naftisol,Female,14,29,15,49.348426200000006,1
e291,Naftisol,Female,14,29,20,52.53376479,1
e291,Naftisol,Female,14,29,25,55.1389525,2
e476,Infubinol,Male,23,26,0,45.0,0
e476,Infubinol,Male,23,26,5,47.11180113,0
e476,Infubinol,Male,23,26,10,49.43168536,0
e476,Infubinol,Male,23,26,15,54.04621267,0
e476,Infubinol,Male,23,26,20,55.24927296,0
e476,Infubinol,Male,23,26,25,57.408638,0
e476,Infubinol,Male,23,26,30,57.99279743,1
e476,Infubinol,Male,23,26,35,60.064340200000004,1
e476,Infubinol,Male,23,26,40,61.52527583,1
e476,Infubinol,Male,23,26,45,62.43540402,1
e584,Naftisol,Male,9,27,0,45.0,0
e584,Naftisol,Male,9,27,5,45.656978499999994,0
e584,Naftisol,Male,9,27,10,47.25064148,0
e584,Naftisol,Male,9,27,15,48.43041053,1
e584,Naftisol,Male,9,27,20,50.34492095,2
e584,Naftisol,Male,9,27,25,51.38641908,2
e584,Naftisol,Male,9,27,30,54.98440767,3
e584,Naftisol,Male,9,27,35,58.08655989,3
e584,Naftisol,Male,9,27,40,62.81687083,4
e584,Naftisol,Male,9,27,45,68.3597767,4
f129,Zoniferol,Female,11,29,0,45.0,0
f129,Zoniferol,Female,11,29,5,47.00059399,0
f129,Zoniferol,Female,11,29,10,48.17971908,1
f129,Zoniferol,Female,11,29,15,49.98830246,1
f234,Stelasyn,Male,14,28,0,45.0,0
f234,Stelasyn,Male,14,28,5,47.31349062,0
f234,Stelasyn,Male,14,28,10,47.90432375,0
f234,Stelasyn,Male,14,28,15,48.73519714,1
f234,Stelasyn,Male,14,28,20,51.11271293,2
f234,Stelasyn,Male,14,28,25,52.17860221,2
f234,Stelasyn,Male,14,28,30,56.87381654,2
f234,Stelasyn,Male,14,28,35,57.74875831,2
f278,Ketapril,Male,12,30,0,45.0,0
f278,Ketapril,Male,12,30,5,48.19457788,0
f345,Infubinol,Male,23,26,0,45.0,0
f345,Infubinol,Male,23,26,5,45.5911466,0
f345,Infubinol,Male,23,26,10,47.22244619,0
f345,Infubinol,Male,23,26,15,48.35223854,0
f345,Infubinol,Male,23,26,20,49.61338303,0
f345,Infubinol,Male,23,26,25,53.0788944,0
f345,Infubinol,Male,23,26,30,54.36379731,1
f345,Infubinol,Male,23,26,35,56.52332726,1
f345,Infubinol,Male,23,26,40,58.31559250000001,1
f345,Infubinol,Male,23,26,45,60.91876652,1
f394,Zoniferol,Male,19,30,0,45.0,0
f394,Zoniferol,Male,19,30,5,47.03309963,0
f436,Ceftamin,Female,3,25,0,45.0,0
f436,Ceftamin,Female,3,25,5,46.37079759,1
f436,Ceftamin,Female,3,25,10,48.14697758,2
f436,Ceftamin,Female,3,25,15,48.72207785,2
f545,Zoniferol,Female,20,26,0,45.0,0
f545,Zoniferol,Female,20,26,5,46.56581263,0
f545,Zoniferol,Female,20,26,10,51.07251225,0
f545,Zoniferol,Female,20,26,15,53.94554429,1
f545,Zoniferol,Female,20,26,20,58.84118888,1
f545,Zoniferol,Female,20,26,25,60.25348139,1
f545,Zoniferol,Female,20,26,30,65.89398607,1
f545,Zoniferol,Female,20,26,35,66.74292417,1
f545,Zoniferol,Female,20,26,40,71.10811835,1
f545,Zoniferol,Female,20,26,45,73.32443228,1
f932,Ketapril,Male,15,29,0,45.0,0
f993,Naftisol,Male,21,28,0,45.0,0
f993,Naftisol,Male,21,28,5,46.39575966,0
f993,Naftisol,Male,21,28,10,48.18537323,0
f993,Naftisol,Male,21,28,15,49.10697473,1
f993,Naftisol,Male,21,28,20,52.07951009,1
g107,Ketapril,Female,2,29,0,45.0,0
g107,Ketapril,Female,2,29,5,48.79166496,0
g107,Ketapril,Female,2,29,10,53.43598668,0
g107,Ketapril,Female,2,29,15,58.13554485,0
g107,Ketapril,Female,2,29,20,62.70603145,0
g107,Ketapril,Female,2,29,25,64.66362579,0
g107,Ketapril,Female,2,29,30,69.16051982,0
g107,Ketapril,Female,2,29,35,71.90511721,0
g296,Zoniferol,Female,14,29,0,45.0,0
g296,Zoniferol,Female,14,29,5,46.59323337,0
g296,Zoniferol,Female,14,29,10,48.26950861,0
g296,Zoniferol,Female,14,29,15,49.65324404,1
g296,Zoniferol,Female,14,29,20,51.4471183,2
g296,Zoniferol,Female,14,29,25,55.6701066,3
g296,Zoniferol,Female,14,29,30,57.99770642,3
g296,Zoniferol,Female,14,29,35,60.38451978,4
g296,Zoniferol,Female,14,29,40,62.22191493,4
g296,Zoniferol,Female,14,29,45,68.16319517,4
g497,Ketapril,Male,19,28,0,45.0,0
g497,Ketapril,Male,19,28,5,48.78206878,0
g497,Ketapril,Male,19,28,10,49.6470865,0
g497,Ketapril,Male,19,28,15,53.64616804,1
g497,Ketapril,Male,19,28,20,55.09699356,1
g497,Ketapril,Male,19,28,25,57.52444611,2
g497,Ketapril,Male,19,28,30,61.108185999999996,2
g497,Ketapril,Male,19,28,35,64.09488929999999,2
g497,Ketapril,Male,19,28,40,67.74281406,2
g497,Ketapril,Male,19,28,45,69.87225079,2
g558,Propriva,Male,8,29,0,45.0,0
g558,Propriva,Male,8,29,5,46.18874193,0
g558,Propriva,Male,8,29,10,50.09475382,0
g558,Propriva,Male,8,29,15,51.007258,0
g558,Propriva,Male,8,29,20,55.09009691,1
g558,Propriva,Male,8,29,25,55.75408257,2
g558,Propriva,Male,8,29,30,58.95282911,3
g558,Propriva,Male,8,29,35,60.86215883,4
g558,Propriva,Male,8,29,40,61.77496268,4
g570,Propriva,Male,16,29,0,45.0,0
g570,Propriva,Male,16,29,5,47.65642436,1
g570,Propriva,Male,16,29,10,49.18823167,1
g570,Propriva,Male,16,29,15,52.6826954,1
g570,Propriva,Male,16,29,20,54.64329541,1
g570,Propriva,Male,16,29,25,56.8494056,1
g570,Propriva,Male,16,29,30,60.32871705,1
g570,Propriva,Male,16,29,35,62.3304204,2
g570,Propriva,Male,16,29,40,68.52585616,2
g570,Propriva,Male,16,29,45,70.49278763,2
g867,Stelasyn,Female,9,25,0,45.0,0
g867,Stelasyn,Female,9,25,5,46.88074916,0
g867,Stelasyn,Female,9,25,10,48.18340167,0
g867,Stelasyn,Female,9,25,15,51.06041924,1
g989,Propriva,Female,21,26,0,45.0,0
g989,Propriva,Female,21,26,0,45.0,0
g989,Propriva,Female,21,26,5,48.78680146,0
g989,Propriva,Female,21,26,5,47.57039208,0
g989,Propriva,Female,21,26,10,51.74515613,0
g989,Propriva,Female,21,26,10,49.880527799999996,0
g989,Propriva,Female,21,26,15,51.32585207,1
g989,Propriva,Female,21,26,15,53.44201976,0
g989,Propriva,Female,21,26,20,55.32612202,1
g989,Propriva,Female,21,26,20,54.65765008,1
g989,Propriva,Female,21,26,25,56.04556353,1
g989,Propriva,Female,21,26,30,59.08229394,1
g989,Propriva,Female,21,26,35,62.57087961,2
h246,Ketapril,Male,13,30,0,45.0,0
h246,Ketapril,Male,13,30,5,49.47041702,0
h246,Ketapril,Male,13,30,10,51.36886216,1
h246,Ketapril,Male,13,30,15,56.18432701,1
h246,Ketapril,Male,13,30,20,57.93591218,1
h246,Ketapril,Male,13,30,25,59.5488537,1
h246,Ketapril,Male,13,30,30,63.59960954,1
h246,Ketapril,Male,13,30,35,67.2112701,2
h246,Ketapril,Male,13,30,40,71.15083468,2
h246,Ketapril,Male,13,30,45,74.10408567,2
h333,Stelasyn,Male,21,27,0,45.0,0
h333,Stelasyn,Male,21,27,5,45.75172728,0
h333,Stelasyn,Male,21,27,10,46.23384414,1
h333,Stelasyn,Male,21,27,15,50.69260358,2
h333,Stelasyn,Male,21,27,20,51.99780618,2
h333,Stelasyn,Male,21,27,25,53.73091434,2
h333,Stelasyn,Male,21,27,30,55.45528975,2
h428,Ketapril,Female,1,27,0,45.0,0
h531,Ceftamin,Male,5,27,0,45.0,0
h531,Ceftamin,Male,5,27,5,47.784681799999994,0
i386,Infubinol,Female,23,29,0,45.0,0
i386,Infubinol,Female,23,29,5,46.85369669,1
i386,Infubinol,Female,23,29,10,49.86154739,2
i386,Infubinol,Female,23,29,15,51.73656088,2
i386,Infubinol,Female,23,29,20,55.08772445,2
i386,Infubinol,Female,23,29,25,56.68786392,3
i386,Infubinol,Female,23,29,30,59.13364029,3
i386,Infubinol,Female,23,29,35,64.92542037,3
i386,Infubinol,Female,23,29,40,67.28962147,4
i477,Placebo,Female,3,30,0,45.0,0
i477,Placebo,Female,3,30,5,46.65738471,0
i477,Placebo,Female,3,30,10,47.52063206,0
i635,Propriva,Male,21,26,0,45.0,0
i635,Propriva,Male,21,26,5,47.23593715,0
i635,Propriva,Male,21,26,10,48.68575605,1
i635,Propriva,Male,21,26,15,49.53689775,1
i635,Propriva,Male,21,26,20,51.87706189,1
i635,Propriva,Male,21,26,25,52.92882323,1
i635,Propriva,Male,21,26,30,53.5970382,2
i635,Propriva,Male,21,26,35,55.67999656,2
i635,Propriva,Male,21,26,40,56.84243514,3
i635,Propriva,Male,21,26,45,58.63340414,3
i669,Placebo,Female,18,27,0,45.0,0
i669,Placebo,Female,18,27,5,46.76466824,1
i669,Placebo,Female,18,27,10,48.2816334,1
i669,Placebo,Female,18,27,15,48.857600700000006,1
i669,Placebo,Female,18,27,20,50.87369027,1
i669,Placebo,Female,18,27,25,53.30318455,2
i901,Stelasyn,Male,23,29,0,45.0,0
i901,Stelasyn,Male,23,29,5,46.49302392,0
i901,Stelasyn,Male,23,29,10,50.42124982,0
i901,Stelasyn,Male,23,29,15,51.41964239,0
i901,Stelasyn,Male,23,29,20,55.97440502,0
i901,Stelasyn,Male,23,29,25,56.575194999999994,0
i901,Stelasyn,Male,23,29,30,60.59185755,0
i901,Stelasyn,Male,23,29,35,62.12733561,0
i901,Stelasyn,Male,23,29,40,64.30345451,0
i901,Stelasyn,Male,23,29,45,65.34181087,0
j235,Placebo,Male,6,30,0,45.0,0
j235,Placebo,Male,6,30,5,46.58881978,0
j235,Placebo,Male,6,30,10,48.01878792,1
j235,Placebo,Male,6,30,15,51.16113815,1
j235,Placebo,Male,6,30,20,52.94290169,1
j296,Ceftamin,Female,24,30,0,45.0,0
j296,Ceftamin,Female,24,30,5,46.79925591,1
j296,Ceftamin,Female,24,30,10,48.52997762,2
j296,Ceftamin,Female,24,30,15,50.70127959,2
j296,Ceftamin,Female,24,30,20,54.00534209,3
j296,Ceftamin,Female,24,30,25,55.76714817,3
j296,Ceftamin,Female,24,30,30,56.80306121,3
j296,Ceftamin,Female,24,30,35,58.71448296,3
j296,Ceftamin,Female,24,30,40,60.07268848,3
j296,Ceftamin,Female,24,30,45,61.84902336,3
j365,Zoniferol,Male,24,28,0,45.0,0
j365,Zoniferol,Male,24,28,5,46.7112611,0
j365,Zoniferol,Male,24,28,10,48.34932028,0
j365,Zoniferol,Male,24,28,15,49.58826336,0
j365,Zoniferol,Male,24,28,20,50.93935278,1
j365,Zoniferol,Male,24,28,25,51.810320399999995,1
j365,Zoniferol,Male,24,28,30,54.40488176,1
j365,Zoniferol,Male,24,28,35,56.96120016,2
j365,Zoniferol,Male,24,28,40,62.32717066,2
j365,Zoniferol,Male,24,28,45,64.29408493,2
j755,Naftisol,Male,23,27,0,45.0,0
j755,Naftisol,Male,23,27,5,47.24284357,0
j755,Naftisol,Male,23,27,10,48.16706083,0
j755,Naftisol,Male,23,27,15,51.45397391,0
j755,Naftisol,Male,23,27,20,55.49660753,1
j755,Naftisol,Male,23,27,25,58.05581822,1
j755,Naftisol,Male,23,27,30,60.00720978,1
j755,Naftisol,Male,23,27,35,62.7328576,1
j755,Naftisol,Male,23,27,40,67.2077103,1
j755,Naftisol,Male,23,27,45,69.56362076,1
j984,Stelasyn,Female,2,30,0,45.0,0
j984,Stelasyn,Female,2,30,5,48.41072109,1
j984,Stelasyn,Female,2,30,10,50.14108401,1
j984,Stelasyn,Female,2,30,15,51.16675687,1
j984,Stelasyn,Female,2,30,20,54.37251567,1
j984,Stelasyn,Female,2,30,25,57.06435479,1
j984,Stelasyn,Female,2,30,30,61.24050573,1
j984,Stelasyn,Female,2,30,35,64.05539896,1
j984,Stelasyn,Female,2,30,40,67.77708036,1
j984,Stelasyn,Female,2,30,45,70.65383162,1
k210,Ceftamin,Male,15,28,0,45.0,0
k210,Ceftamin,Male,15,28,5,47.91899771,0
k210,Ceftamin,Male,15,28,10,49.37993231,0
k210,Ceftamin,Male,15,28,15,51.07355752,0
k210,Ceftamin,Male,15,28,20,51.99761855,0
k210,Ceftamin,Male,15,28,25,54.61397279,0
k210,Ceftamin,Male,15,28,30,59.98950976,1
k210,Ceftamin,Male,15,28,35,63.32933023,1
k210,Ceftamin,Male,15,28,40,66.62283628,2
k210,Ceftamin,Male,15,28,45,68.92318457,3
k382,Ketapril,Male,22,29,0,45.0,0
k382,Ketapril,Male,22,29,5,46.27499735,1
k382,Ketapril,Male,22,29,10,50.18096763,1
k382,Ketapril,Male,22,29,15,54.42916821,1
k382,Ketapril,Male,22,29,20,57.82435071,2
k382,Ketapril,Male,22,29,25,59.50390392,3
k382,Ketapril,Male,22,29,30,63.46944155,4
k382,Ketapril,Male,22,29,35,66.07918483,4
k382,Ketapril,Male,22,29,40,67.42095521,4
k382,Ketapril,Male,22,29,45,73.71561899999999,4
k483,Infubinol,Female,20,30,0,45.0,0
k483,Infubinol,Female,20,30,5,46.61105571,0
k483,Infubinol,Female,20,30,10,50.29604123,1
k483,Infubinol,Female,20,30,15,53.24445813,1
k483,Infubinol,Female,20,30,20,54.77896052,1
k483,Infubinol,Female,20,30,25,57.43200731,2
k483,Infubinol,Female,20,30,30,59.74707708,2
k483,Infubinol,Female,20,30,35,60.54156159,2
k483,Infubinol,Female,20,30,40,64.13872489,3
k483,Infubinol,Female,20,30,45,66.19691151,3
k510,Stelasyn,Female,8,27,0,45.0,0
k510,Stelasyn,Female,8,27,5,46.608467100000006,0
k510,Stelasyn,Female,8,27,10,47.65824979999999,1
k510,Stelasyn,Female,8,27,15,49.687051700000005,1
k510,Stelasyn,Female,8,27,20,52.10557382,1
k603,Propriva,Male,2,27,0,45.0,0
k603,Propriva,Male,2,27,5,46.04211582,0
k603,Propriva,Male,2,27,10,46.60694676,0
k603,Propriva,Male,2,27,15,48.775285499999995,0
k603,Propriva,Male,2,27,20,50.18010935,0
k754,Zoniferol,Female,8,26,0,45.0,0
k754,Zoniferol,Female,8,26,5,45.7277604,0
k754,Zoniferol,Female,8,26,10,49.74611666,0
k754,Zoniferol,Female,8,26,15,51.32356994,0
k754,Zoniferol,Female,8,26,20,52.69342276,1
k804,Infubinol,Female,23,29,0,45.0,0
k804,Infubinol,Female,23,29,5,48.26620364,0
k804,Infubinol,Female,23,29,10,49.47124419,0
